	s__Fusobacterium_nucleatum	s__Prevotella_intermedia	s__Dialister_pneumosintes	s__Parvimonas_micra	s__Bacteroides_vulgatus	s__Mock_Bacterium_6	s__Mock_Bacterium_7	s__Mock_Bacterium_8	s__Mock_Bacterium_9	s__Mock_Bacterium_10	s__Mock_Bacterium_11	s__Mock_Bacterium_12	s__Mock_Bacterium_13	s__Mock_Bacterium_14	s__Mock_Bacterium_15	s__Mock_Bacterium_16	s__Mock_Bacterium_17	s__Mock_Bacterium_18	s__Mock_Bacterium_19	s__Mock_Bacterium_20	s__Mock_Bacterium_21	s__Mock_Bacterium_22	s__Mock_Bacterium_23	s__Mock_Bacterium_24	s__Mock_Bacterium_25	s__Mock_Bacterium_26	s__Mock_Bacterium_27	s__Mock_Bacterium_28	s__Mock_Bacterium_29	s__Mock_Bacterium_30	s__Mock_Bacterium_31	s__Mock_Bacterium_32	s__Mock_Bacterium_33	s__Mock_Bacterium_34	s__Mock_Bacterium_35	s__Mock_Bacterium_36	s__Mock_Bacterium_37	s__Mock_Bacterium_38	s__Mock_Bacterium_39	s__Mock_Bacterium_40	s__Mock_Bacterium_41	s__Mock_Bacterium_42	s__Mock_Bacterium_43	s__Mock_Bacterium_44	s__Mock_Bacterium_45	s__Mock_Bacterium_46	s__Mock_Bacterium_47	s__Mock_Bacterium_48	s__Mock_Bacterium_49	s__Mock_Bacterium_50	s__Mock_Bacterium_51	s__Mock_Bacterium_52	s__Mock_Bacterium_53	s__Mock_Bacterium_54	s__Mock_Bacterium_55	s__Mock_Bacterium_56	s__Mock_Bacterium_57	s__Mock_Bacterium_58	s__Mock_Bacterium_59	s__Mock_Bacterium_60	s__Mock_Bacterium_61	s__Mock_Bacterium_62	s__Mock_Bacterium_63	s__Mock_Bacterium_64	s__Mock_Bacterium_65	s__Mock_Bacterium_66	s__Mock_Bacterium_67	s__Mock_Bacterium_68	s__Mock_Bacterium_69	s__Mock_Bacterium_70	s__Mock_Bacterium_71	s__Mock_Bacterium_72	s__Mock_Bacterium_73	s__Mock_Bacterium_74	s__Mock_Bacterium_75	s__Mock_Bacterium_76	s__Mock_Bacterium_77	s__Mock_Bacterium_78	s__Mock_Bacterium_79	s__Mock_Bacterium_80	s__Mock_Bacterium_81	s__Mock_Bacterium_82	s__Mock_Bacterium_83	s__Mock_Bacterium_84	s__Mock_Bacterium_85	s__Mock_Bacterium_86	s__Mock_Bacterium_87	s__Mock_Bacterium_88	s__Mock_Bacterium_89	s__Mock_Bacterium_90	s__Mock_Bacterium_91	s__Mock_Bacterium_92	s__Mock_Bacterium_93	s__Mock_Bacterium_94	s__Mock_Bacterium_95	s__Mock_Bacterium_96	s__Mock_Bacterium_97	s__Mock_Bacterium_98	s__Mock_Bacterium_99	s__Mock_Bacterium_100	s__Mock_Bacterium_101	s__Mock_Bacterium_102	s__Mock_Bacterium_103	s__Mock_Bacterium_104	s__Mock_Bacterium_105	s__Mock_Bacterium_106	s__Mock_Bacterium_107	s__Mock_Bacterium_108	s__Mock_Bacterium_109	s__Mock_Bacterium_110	s__Mock_Bacterium_111	s__Mock_Bacterium_112	s__Mock_Bacterium_113	s__Mock_Bacterium_114	s__Mock_Bacterium_115	s__Mock_Bacterium_116	s__Mock_Bacterium_117	s__Mock_Bacterium_118	s__Mock_Bacterium_119	s__Mock_Bacterium_120	s__Mock_Bacterium_121	s__Mock_Bacterium_122	s__Mock_Bacterium_123	s__Mock_Bacterium_124	s__Mock_Bacterium_125	s__Mock_Bacterium_126	s__Mock_Bacterium_127	s__Mock_Bacterium_128	s__Mock_Bacterium_129	s__Mock_Bacterium_130	s__Mock_Bacterium_131	s__Mock_Bacterium_132	s__Mock_Bacterium_133	s__Mock_Bacterium_134	s__Mock_Bacterium_135	s__Mock_Bacterium_136	s__Mock_Bacterium_137	s__Mock_Bacterium_138	s__Mock_Bacterium_139	s__Mock_Bacterium_140	s__Mock_Bacterium_141	s__Mock_Bacterium_142	s__Mock_Bacterium_143	s__Mock_Bacterium_144	s__Mock_Bacterium_145	s__Mock_Bacterium_146	s__Mock_Bacterium_147	s__Mock_Bacterium_148	s__Mock_Bacterium_149	s__Mock_Bacterium_150
Sample_011	0.0	0.00035790465812608703	0.00020981796021484356	0.0	0.0007668328268615419	0.0	0.0	0.007282638323754521	0.0012862056906606724	0.0	0.0	0.0007316623572392635	0.0002569787571049241	2.5779119211650468e-05	0.0	0.0008448364418985641	0.0222375493676478	0.0	0.00013897088028717858	0.0	0.0	0.0034524295253858727	0.0	0.0	0.0005119487453873387	0.0	0.0	0.023602906071358058	0.0	0.0	0.0	0.0	0.0020569374768345883	0.0008022601187772385	0.0	4.439966529334824e-05	0.0	0.0	0.00010383513428882644	3.449101074382012e-06	0.0	0.0	0.0	0.0	0.0	0.0027522845126188916	0.0	0.001970853280262301	0.0	0.0	0.0	0.0	0.0001861723564073867	0.0	0.0	0.002247040012578023	0.006699628244685018	0.0	0.0	0.0006266516871712846	0.0010326705334939056	0.00024182509265308901	0.0	0.006315289381671218	0.0	0.0	0.0012322776697074802	0.0	0.0	0.0	0.0	8.771204377236692e-05	0.001938663175699688	0.0	0.0	0.0010036063090689542	4.2622165450362354e-05	0.0	0.00024800648918945164	0.00021317921383954996	0.0	0.0	0.0	0.001219258011243823	0.0	0.0	0.0	0.0005172790033893893	0.0	0.0012803974692948388	0.00012626211722050046	0.0	0.0	0.0	9.552216238439312e-06	0.0	0.0	0.0	0.0	0.00025129616481367153	0.0007475828859230006	0.016854802395387843	0.0	0.0	0.0004104076857495779	0.0	0.0013774354745456714	0.0	0.0	0.0006506234527397559	0.0006012528296419925	4.7287994542486116e-05	0.0	0.0	0.0	0.6397630812126245	0.001958910797579157	0.0	0.0004594007271568895	0.010716388496700454	0.0013517818453323688	0.0	0.0	0.0002832556635041684	0.0	0.009346284811298474	0.0004405369281392724	0.013970046614118634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001274306426021224	0.0	0.0	0.0009190635608427563	0.0026634609311300995	0.0	0.0025383061308191994	0.0007412585875675474	0.0077395440522065465	0.0	0.19133198690797118
Sample_012	0.0	0.0	0.008058100380882562	0.0	0.010749690116168	0.0	0.007650960483615405	0.0	0.0	0.0	0.0	0.0	7.841025495475904e-05	0.0	0.07310511478112781	0.0	0.0	0.0019904473219496633	0.0	0.0163034440553754	0.0033873403044352626	0.0	0.0024952600263329393	0.0008633707033454172	0.0	0.002867006065167598	0.0	0.0	0.040226703333490946	0.0023040503949341693	0.012248082835337154	0.005204470813644532	0.0008962871112900557	0.010450269883765972	0.0	0.0	0.0	0.008168036525050914	0.0	0.0	0.0	0.0021129856083063952	0.031202675231730113	0.0	0.0	0.0	0.0	0.0	0.01526747792373771	0.007823036705665294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24412322312444534	0.004189752856504781	0.0007779061681957695	0.0	0.00429369175969564	7.083303074032115e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023939509294328594	0.0	0.0008411643943526701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005254422111720013	0.0	0.027052868518489214	0.0	0.0006640116413798081	0.0	0.0365442708192845	0.16719085195996447	0.004432708530939688	0.0	0.006284043024588967	0.0	0.0008548775578022674	0.0	0.0	0.0	0.0	0.040447362036593625	2.4512910398893203e-05	0.02119276563679302	0.0014766232225734252	0.00014038641478241156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0063520431600186215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008061697572733157	0.0	0.0	0.0	0.005072509404510798	0.0	0.001367613542454039	0.00032800524282215786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07974309324834646	0.0	0.006875479586298125	0.003965546393279678	0.0209175682862344	0.008367059405858518	0.0	0.0	0.0	0.0	0.005700378283562603
Sample_013	0.12666847662497885	0.0	0.0	0.0	0.0	0.0	0.0	0.007819666667807472	0.0	0.016933069917480333	0.0010758056020977495	0.0037915613712362064	0.0	0.016994172876397415	0.001652237757548127	0.0	0.0	0.0006709137049612966	0.0	0.0	0.0	0.003296613229912676	0.0018030504373793233	0.0	0.0	0.006841952750489293	0.0003193057174256516	0.047515531715688675	0.0	0.0	0.0	0.0045069657487657585	0.0	0.0	0.0	0.0	0.0002870035961813147	0.0	0.0026451609134420357	0.0018644352030517655	0.0	6.55785768087197e-05	0.0009434065795198658	0.0034037633388635104	0.0	0.0	0.0	0.0004999946828881377	0.019650568764256585	0.00664311251111244	0.0	0.0	0.0	0.0	0.020912697652537726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038392893115389126	0.0	0.02229325776271231	0.026912803912561314	0.0	0.0012430441187697005	0.0	0.0018392351778770267	0.0015267225494286507	0.013443731610220435	0.0	0.0	0.0	0.00186031928965847	9.752129614264341e-05	0.0	0.0	0.07154721122730351	0.0	0.0008643853205660974	0.0026815108017207447	0.0	0.0005598898795477895	0.0	0.0	0.002746390048906945	0.008429693200642751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011394157119239417	0.0014499845512665115	0.0	0.0	0.0	0.0	0.0	0.00029690500012954056	0.0002595883605609125	0.0037624790844756765	0.0	0.24513085597322776	0.010127900939210038	0.0	0.0	0.0	0.0	0.0008166837753575972	0.0	0.0	0.0	0.0	0.00033078251633958465	0.0	0.17899488340251707	0.0	0.0	0.0	0.02556210935131062	0.0	0.0	0.0	0.0	0.002287124091274926	0.0	0.0	0.0	0.0072035807235955466	0.0	0.003438922475773481	0.0052346132329850375	0.0	0.0	0.0	0.009799542111816113	0.0	0.0	0.0026662320386418303	0.0	0.0
Sample_014	0.0	0.0	0.0	0.0	0.00030695523956345786	0.0	1.4107070105292789e-05	0.5368755482442374	0.0	0.0015789294827707368	0.0	0.0017885002085267416	0.0028648445870951993	0.0	0.0	0.0	0.0	0.0	0.0	0.009755287447540402	0.0	2.8214396143987765e-06	0.0037511812847884217	0.0	0.0009732169355554451	0.0	0.0	0.006721572773592189	0.0	0.0	0.00014470700695703062	6.399392749702221e-05	0.0002884697063350564	0.005669246357519177	0.0	0.0	0.004307944259133784	0.0	0.0	0.0	0.005008258736250898	0.0	0.010892734306017388	0.0	0.0	0.0	0.0	0.0001731702514702703	0.0	0.0	0.0	0.0	0.0	0.0	2.2892175974282682e-05	0.0015478341966759488	0.0	0.0	0.0	0.0	4.0564966371298955e-05	0.00021976855468873073	0.0	0.00015419504443547885	0.0	0.0	0.0	0.0	0.0036006173145052742	0.0	0.0	0.0017594884660430284	0.015357231003704008	7.372807975200753e-05	2.4084905270197557e-06	0.0	0.03701382937180719	0.01203912728324944	0.0015366244224420667	0.0003779463121990472	0.0	0.00014416120119050785	0.0	0.0	0.0	0.25204038293550196	0.0	0.0	0.0	2.9367032916055707e-05	0.0	0.0004456169156257193	0.00035419504277862056	0.0	0.0	0.00950987356240769	0.0010107406474647185	0.0009917032142115498	0.0	0.0013780240349014128	0.0	0.0	0.0002709113234056752	0.0	6.84622623342522e-05	0.0	0.00038978011736029883	0.0	0.0	0.001488024005976956	0.0	0.0	0.0022060397648787002	0.0	0.0017177133272275795	0.0	0.0	0.0007723719242722331	0.01738774275805873	0.0	0.0	0.01197152232932373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033624932734094633	0.0	1.0233458726996193e-05	0.0003359461323063479	0.0	0.00036567469631035456	0.0	0.0004081063113638892	0.018452582166842733	0.0	0.0018426743469525384	0.0	0.0	0.008072738931654905	0.0	0.0	0.0	4.5173335651135496e-05	0.0
Sample_015	0.009610985102367473	0.0	0.0	0.042989557717099065	0.0	0.12095681488269514	0.0	0.0	0.0	0.015126717266440617	0.0	0.0032690579719716136	0.0	0.0	0.0	0.0016220009487857886	0.002865915492932	0.0006196434322644025	0.0	0.0	0.0	0.021743095293851298	0.0	0.0	0.0	0.0	0.0	0.04204460434315709	0.0	0.019038421566357988	0.010881228527717538	0.0	0.0	0.0	0.002230010405717685	0.0	0.0	0.0	0.0	0.0	0.0	0.00501214053976611	0.006403027992622657	0.0	0.0	0.08910491990920111	0.0	0.000863374806255918	0.0	0.00016926496548692614	0.0	0.0	0.004720244741076685	0.0	0.0	0.0	0.0021376239595868444	0.0	0.05875494170366665	0.0	0.0	0.007411977186085883	0.0	0.0	0.0	0.0	0.0008943774862184263	0.0	0.0	0.0	0.0	0.0	0.00238784820335248	0.0061325071194151815	0.0	0.0	0.00018172978723739219	0.0	0.0	0.004589115769501428	0.0	0.0	0.0031559965507332957	0.0705121209167418	0.0	0.0	0.0	0.0026558984989189342	0.0	0.0	0.00018522925031352774	0.0	0.0	0.0	0.0	0.0	0.010610691087291124	0.004703858965937101	0.0	0.0	0.0	0.0	0.0	0.0003408004232292014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015166944052464533	0.0	0.0	0.0	0.007704804789489174	0.0	0.0	0.0	0.0027622243307542102	0.0	0.0	0.0	0.0	0.0	0.0	0.07742375786151161	0.0013623900432637092	0.0	0.0	0.0	0.0	8.802627215544056e-05	0.026985032223140047	0.0	0.0	0.0	0.0006718023087084594	0.0020057439668717545	0.017862875906723013	0.005595018116924018	0.0	0.23579642872097473	0.00019821647254112692	0.0	0.0	0.0007501512522918238	0.0	0.003101379126352863	0.028599461741837175
Sample_016	0.0010882970729083044	0.02884746893931706	0.0	0.0013709919119451268	0.0	0.0	0.0	0.0	0.0	0.002090929471796702	0.0	0.0	0.0	0.0	0.005474739024301471	0.0	4.005656210229248e-05	0.002661835836158313	0.0	0.001193233740604856	0.0	0.0	0.0003635989656419742	0.0015038330747688489	0.0	0.0	0.0	0.0	0.005324598973878297	0.0	0.0	0.00036225137292334613	0.0	0.0	0.0005548285522927961	0.0035389645465172853	0.00672944999155444	0.0	0.0004251522272129361	0.0	0.0	0.009948566778513052	0.0	0.0002789231323502135	0.0	0.0	0.0032430324668846367	0.0	0.005158328443447371	0.0	0.011514506006093952	0.0	0.0	0.0	0.07602387049552456	0.7059535971255047	0.004726374958600723	0.0	0.0	0.0	0.0	0.0	0.002225215834657687	0.0038007506057457056	0.0	0.0	0.007520204996856995	0.0	0.0	0.0	0.0	0.006669770182225966	0.0	0.0	0.0	0.005350530463540619	0.0	0.0	0.005645099998680738	0.007674603403734502	0.0007801871138960831	0.001217152230845551	0.0	0.0	0.0	0.0	0.0038230320556814864	0.0015515582852510194	0.0014245254121269554	0.0	0.005682374762102186	0.003259775362024983	0.0	0.0004904866151796915	0.0	0.0	0.000539041608593926	0.00025011383338445595	0.0	0.0	0.011699956981061023	0.004824582950977762	0.005511578400824116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.389030231651542e-05	0.0	0.0	0.0	0.0	0.0	4.6189465872323135e-05	0.00015056860025074783	0.0	0.0	0.0	0.001934306469569203	0.0	0.0	0.02544987564296703	0.0006839811674497309	9.902499605696284e-05	0.0006143331395758174	0.00236380689389349	0.0	0.0	0.0027934800825669117	0.0012743136165981584	0.0014997619382726148	0.0	0.0	0.0	0.0	0.0	3.499103729384364e-05	0.0	7.041520117758175e-05	0.0003827644576981383	0.0	0.0	0.00022223781552416737	0.00018858577283386611	0.0021260101532675707	0.0016134924785806888
Sample_017	0.00021786255440436325	0.0	0.00030919721732175677	0.0005359437789704579	0.026219106162862323	0.0	6.859207562479759e-05	0.0	0.004675692668928805	0.0	0.0	0.0	0.0	0.0	0.007063263105317226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000583216223339493	0.0	0.0	0.0	0.0028970677091855967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007093820896908996	0.004814723169012632	0.0	3.7121090484530634e-05	0.030531288665615545	0.014621490004775459	0.0	0.0036656285369252536	0.0	0.0	0.0	0.0	0.0	0.0	0.00014766639701304472	0.0	0.0	0.0	0.0	0.0	0.0002892331191184308	0.0	0.0	0.00237165672044827	0.0	0.004075319073929815	0.0	0.0	0.0	0.0	0.0	0.0009954701689276564	0.003619160861970802	0.0006071111251766318	0.007889559497290028	0.0	0.00019159186779380778	0.0	0.00169421820504493	0.0	0.0005814975382789377	0.016879595639939734	0.0	0.0	0.0	0.0	0.049630964022275646	0.00019914362751041368	0.0	0.0	0.000425420540465205	0.0	0.0	1.9845815400386437e-05	0.0008975456602983738	0.0	0.0	0.016557649727162085	7.476319344872136e-05	0.004692636512800029	0.0	0.0005273261034266484	0.0	0.0018215481955790368	0.0	0.0	0.0004756692310238344	0.0	0.0	0.0001770652708182841	0.33622247131735994	0.011122202866764724	0.0	0.0	0.002418908319382982	0.0	0.00276586072061172	0.0	0.000717972283715273	0.0	0.0	1.089973787462082e-05	0.0	0.00016809454983347406	0.001309973679564827	0.3614422263854768	0.0019242716609717157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028027736045568483	0.0	0.0	0.0005114038840507937	0.0	0.00579208942951998	7.639404387241524e-05	0.0	0.00022322489850842302	7.446503340147542e-05	0.0	0.0004978873812236292	0.0	0.0	0.0	0.0	0.0	0.06012764703571061
Sample_018	0.0	0.0	0.0	0.014055757956668304	0.0011356649203551734	0.01878506141359984	3.3117557407154154e-05	0.006491897035145261	0.012421714640299994	0.04094968242749561	0.0	0.0	0.0010130387973050837	0.0	0.0	0.0	0.0008800055950529134	0.0	0.03589887684601002	0.004033210206482414	0.006960698064810244	0.0003558026509149782	0.0035411462708306992	0.0	0.0	0.0	0.1205612899086819	0.04734784578331729	0.011303095034177896	0.0	0.0	0.0	0.0	0.0	0.0	0.0018449445098397985	0.0	0.0	0.001301772304647484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07109106699620821	0.0	0.00015117734879461337	0.0	0.0	0.0005971842766484743	0.0	0.0	0.0019238231824149205	0.0	0.038781222365825915	0.0825623576904386	0.0	0.0	0.0	0.006364662114011967	0.02135727765132644	0.024544425309881473	0.0	0.007597314950579341	0.0	0.0	0.02638555907391105	0.0	0.007625188411733664	0.0	0.014633733363956885	0.0	0.0	0.0	0.0	0.0	0.011669223037826602	0.0	0.0	0.0	0.0	0.05497563464022982	0.00944112322327	0.0	0.0	0.014291398831061662	0.0	0.0	0.0	0.0	0.0	0.0	0.00307340964510003	0.0	0.0	0.0	0.0	0.0	0.017910514687917867	0.0	0.0017300229396944456	0.0	0.0007261025470691252	0.0	0.0	0.01949788924831159	0.0	0.001076445157693814	0.0	0.0009676428345322306	0.016284542748618343	0.0004187539190943152	0.0	0.0	0.019460828520641568	0.022534909572058514	0.001600410468578629	0.0	0.010855678452208748	0.0	0.0	0.0	0.0	0.00028201309677466934	0.0	0.0038072507620244916	0.0	0.0	0.0	0.0	0.0	0.012135265167840466	0.01648315508817009	0.0	0.0	0.0	0.0008440340166691859	0.0	0.0	0.0	0.01257264860956483	0.0	0.0	0.00046736973499750554	0.022374988645053166	0.09198912974622456
Sample_019	0.0	0.013516189547543134	0.08532506304908238	0.011814722633071099	0.002510657154964324	0.012330850470276567	0.0	0.0	0.0007551029894957896	0.0	0.0	0.0	0.0041439754876624	0.0	0.003181096435179838	2.28655087264933e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00018343629613410374	0.0	0.07725423400338144	0.0	0.011528859495612623	0.0	0.00034540379614382755	0.0005777093864180339	0.01787988554840623	0.0	0.004700594841214578	0.0	0.0	0.0	0.0	0.0	0.034132437679994326	0.0	0.0	0.0	0.0016635546687152093	0.0	0.0	0.0008425792332137557	0.0	0.0	0.0	0.001013069570245667	0.051053736707801514	0.0	0.0	0.0	0.001315257167440205	0.0006179228855339022	0.0	0.0	0.00015892810838156614	0.0052981080764359706	0.005370851761585609	0.0003052255776165153	0.009139797262229882	0.0	0.0	0.0	0.0014257560193262156	0.0	0.0	0.0	0.0	0.0003425870987255873	0.0	0.0	0.0005709919588700253	0.0	0.000913536303661602	0.0009407596898563677	0.0013476993353230525	0.003978124107818273	0.0	0.0	0.0	0.0	0.0	0.0	0.0003269118258791374	0.0	0.0	0.0	0.0	0.0005001142213759688	0.0	0.0002389575697172849	0.0	0.0	0.0	4.286045634948112e-05	0.0	0.0	0.0	0.3329507796778935	0.003069539012272917	0.0	0.0	4.3693089490534e-05	0.0012978743927043901	0.0002881757414213706	0.009513462430706785	0.0005080612809582503	0.0	0.00042776198816997003	0.049384175853508884	0.0	0.0	0.007769694661911313	0.0	0.0031879996047729318	0.0	0.0	0.0	0.0	0.0	0.0	0.0013731652015799417	0.04606891257115083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000837152480353038	0.0	0.03940312677961203	0.12895813402130074	0.0011094195177132713	0.00275433578679214	0.0	0.0	0.0	0.0023524997115068804	0.00016987749608764218	0.0004696317926723325	0.0	0.0004521129780104111	0.0
Sample_020	0.0	0.013855949412569912	0.0	0.004067911534791693	0.0	0.000937680644986061	0.0	0.0016503669002016447	0.02770179725758597	0.003858436845760294	0.0	0.006888133715032207	0.0	0.0	0.0	0.0014140104177685815	0.0	0.0004442734768751157	0.0076269005966001285	0.0	0.000731565429585737	0.0	4.027569233430288e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007774907917541191	0.0	1.0748782268882698e-05	0.000963277761732243	0.0009135210723509804	0.04204424153372776	0.0	0.00562952374828283	0.0	3.691689098863091e-05	0.012163763300116936	0.0	0.007232495651774812	0.0	0.0	0.0	0.0014727800990348638	0.004649244280730603	0.0023893524473725634	0.0	0.0	0.005058471428633761	0.0	0.01174238813486594	0.0	0.0	0.0	0.03234130840224383	0.0	0.0	0.0	0.0	0.0	0.0	0.0018421235074421928	0.0	0.0031841391069302384	0.034945525720355496	0.0	0.0	0.0017729632247923005	0.0	0.0	0.0	0.0020742274914111805	0.0	0.061453635269823524	0.0187828881120977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011937560312913046	0.0	0.0010294823662267498	0.0	0.0	0.0	0.0	0.0	6.603040432146009e-06	0.0018008424100201801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005030923910433021	0.0	0.0009085471090634134	0.00031629865271113776	0.030211208910704022	0.00155945761259726	0.005296556084785827	0.0008363936901491871	0.0	0.0	5.7127876672674115e-05	0.0022813760352275764	0.00016955410486490038	0.13929568106881965	0.016196129948996715	0.0032334654597785785	0.032768255696409294	0.0	0.007760180813656446	0.003902696579114589	0.004437481740515887	0.033339866647044546	0.0	0.0	9.558608774981771e-05	0.0	0.0	0.0	0.0002729789557220977	0.3255122933322522	0.05431687693797593	0.008725794447494183	0.0	0.0	0.0	0.0030556976025105562	0.0	0.00021838968334665691	0.0	0.0
Sample_021	0.00010153209271359519	0.0	0.0020158152473011863	0.0	0.0	0.0	0.0	0.0002088010888418166	0.0	0.0	0.0	0.06535461548472749	0.0003513078524124555	0.0	0.0	0.03678140695428614	0.00022080896096887443	0.0	0.0018699600235011992	0.01389760286447096	0.050843804133750066	0.0018256061072860442	0.002024619041927558	0.0	0.00010956375850334634	0.0	0.006746896015052027	0.0	0.0	0.004938772374155534	3.1795836126840815e-05	0.0	0.0	0.0	0.005187247516365579	0.011268145597477575	0.0	0.006482863504785532	0.0006721791639856282	0.0	0.015621795847405905	0.0	0.0014264263072728534	0.0	0.0	0.0	0.0	0.0023530804328954764	0.0	0.0	0.00029667659926624427	0.0	0.0	0.000961488886425701	0.1481326152180618	0.0	0.0	0.006937995034527452	0.0	0.0	0.0	0.0	0.003824627404131681	0.0015993072148387424	0.00022297271958333933	0.008770740095951118	0.0	0.0	0.007233789281093148	0.0	0.0	0.13883193292433724	0.0	0.0	0.0010641419339592474	0.1749252281255837	0.0	0.013933763747492636	0.0	0.0	0.05087125791681631	0.006104062354894711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0210659788118937	0.0	0.0	0.0008191147037388891	0.059570747091358116	0.0	0.0	0.00355800600120757	0.0	0.0011212561660886601	0.0	0.0	0.0	0.00107146817060394	0.009497887488008208	0.0	0.0	0.0	0.0	0.0004514309203443477	0.0	0.0025256924818557124	0.0004103605558634261	0.010036136489015994	0.007623091434805011	0.0	0.0	0.0	0.0	0.0	0.0	0.012312932102148302	0.0	0.0034883901974422497	0.02023757597363467	0.00010121812823993587	0.0	0.0	0.0	0.0	0.0	0.00014454450334200022	0.0	0.0	0.011181258523123473	0.0	0.0	0.01188382899188738	0.0	0.025072617643000887	0.0	0.00378121795922075	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_022	0.0	0.0	0.0	0.0014003912607500478	0.0	0.0	0.0002494598013360122	0.003688473646159454	0.0	0.0	0.0	0.0	0.0011831911614481922	0.0	0.00029454321286051516	0.0	0.0	0.004065361880881091	0.0	0.0	0.0004470448568048913	0.010003031190913317	0.00021270095708130415	0.0	0.0	0.0006580497833567256	0.0	0.0010871846761958362	0.0	0.0	0.020973086212676947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01767769230582538	0.0	0.0013060699599459344	0.0	0.0	0.0	0.00013756142803668438	6.900168978608095e-05	0.01232734345888715	0.0	0.0	0.007106587401001147	0.0042919743840277155	0.006939887133156105	0.0	0.038249382234531455	0.0	0.0	0.0	0.0	0.01794287247674817	0.007307099584946965	0.031607142279720196	0.0002809198302464683	0.0	0.06235681859986425	0.0	0.10458431626946904	0.00010786761049274845	0.0010382114886267877	0.0	0.012545404588801063	0.0	0.0	0.04594605866883302	0.0	0.005227315356389858	0.0	0.0	0.036076208125714035	0.0	0.0	0.0	0.0	0.00034808483346720527	0.0	0.00022888962941749658	0.004329081631711606	0.0	0.00024088164800740403	0.004287984171210804	0.0	0.0	0.0	0.00010531465086793182	0.024627232492725568	0.0	0.013877045781250574	0.007163581648830055	0.0006839184378110723	0.00468510612588019	0.0	0.009903525292697175	0.00538013095397595	0.010630381918486854	0.0	0.0	0.0	0.0	0.0007131626638726612	0.0	0.05240838482112018	0.0018407533370864274	0.0032491755176822135	0.0	0.030935657200517122	0.01121474499842181	0.1438585687831695	0.0	0.0	0.0	0.0	0.0	0.0	0.01727414440732549	0.0	0.0	0.04457982422307378	0.0	0.003876717449073491	0.0	0.0	0.0	0.0031470287103064496	0.0	0.017103909682691522	0.0	0.0	0.0015313590281774614	0.0	0.0008444480761198984	0.0	0.0	2.0461268317321896e-05	0.038104277834878915	0.0	0.00026510017304589905	0.0	0.08470561033625186	0.000447258757013515	0.0	0.0
